,time,sigma,label
241,2.13762860065542,4.370815769817939e-09,CPH
242,2.14355638436973,4.370815769817939e-09,CPH
243,2.1436637872132,4.3920475141868605e-09,CPH
244,2.14917323055548,4.413308804519942e-09,CPH
245,2.17404731155594,4.434601205269917e-09,CPH
246,2.1743292559176,4.4559274726925705e-09,CPH
247,2.17666391468934,4.477296994193387e-09,CPH
248,2.18997012265027,4.477296994193387e-09,CPH
249,2.19090215829659,4.498710303585476e-09,CPH
250,2.19335184618831,4.498710303585476e-09,CPH
251,2.19961103411719,4.520203715645795e-09,CPH
252,2.20525680423141,4.5417114194638006e-09,CPH
253,2.24649923236223,4.563241543134084e-09,CPH
254,2.24926755116304,4.58480053927824e-09,CPH
255,2.25148818430613,4.60640580373087e-09,CPH
256,2.25885201777827,4.6280423137613485e-09,CPH
257,2.26760690845549,4.6280423137613485e-09,CPH
258,2.27271837669353,4.6497308928463995e-09,CPH
259,2.27962610758679,4.671443948130442e-09,CPH
260,2.29259603197829,4.693202198111913e-09,CPH
261,2.29435941752745,4.7149970185259715e-09,CPH
262,2.3045405074954,4.7149970185259715e-09,CPH
263,2.31002532166546,4.7368678769479294e-09,CPH
264,2.31032885983586,4.7368678769479294e-09,CPH
265,2.31902491558925,4.758801256402594e-09,CPH
266,2.32092921336592,4.78076769643896e-09,CPH
267,2.33350347476427,4.802762422569883e-09,CPH
268,2.3468734022397,4.824786661613416e-09,CPH
269,2.35008123399988,4.846852701411179e-09,CPH
270,2.35680280239562,4.868933233970587e-09,CPH
271,2.35905694216373,4.891030636391005e-09,CPH
272,2.36439842847,4.913163143358341e-09,CPH
273,2.36463938754862,4.9353323426927155e-09,CPH
274,2.36730916769311,4.957519384378158e-09,CPH
275,2.37044891697913,4.979755875418877e-09,CPH
276,2.37957481887644,5.002019983628717e-09,CPH
277,2.4028481952846,5.002019983628717e-09,CPH
278,2.40514867267003,5.024360855340825e-09,CPH
279,2.42771258626443,5.046739043507101e-09,CPH
280,2.44109486568234,5.069152535668433e-09,CPH
281,2.45553612022752,5.09162048672406e-09,CPH
282,2.45723381013378,5.114116685496394e-09,CPH
283,2.45732441358268,5.114116685496394e-09,CPH
284,2.45960334894653,5.1366553662550016e-09,CPH
285,2.47828455269337,5.1366553662550016e-09,CPH
286,2.48752988674315,5.159258431377793e-09,CPH
287,2.49000278153896,5.181888782055866e-09,CPH
288,2.49193074926734,5.181888782055866e-09,CPH
289,2.5103618608567,5.204595881780991e-09,CPH
290,2.5212185228187,5.227338538779877e-09,CPH
